Title,CompanyName,CompanyIndustry,CompanySize,VolunteerExperience,VolunteerEducation,CompanyLocation,CompanyPayment,CompanyWorktype,EmploymentType,Benefits,Link
경력직 경리구함 ,주식회사범주,그 외 기타 1차 철강 제조업,중소기업,"경력
	                 	
	                 	   (최소 5년 0 개월 이상)
	                  	
                  
                  우대",학력무관,충청북도   음성군  금왕읍 금일로284번길 68-38,"연봉
                  
                    
                      2,500만원
                    
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 있는 근로계약,식사제공(3식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K171252403180012&rtnTarget=list6
"중,소형 (자동차부품)프레스 생산(단순 생산 업무종사) ",한주테크,자동차 차체용 신품 부품 제조업,중소기업,관계없음,학력무관,광주광역시   광산구  평동로803번안길 93-13,"시급
                  
                    
                    
                      
                      9,860원
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,식사제공(1식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K160042403180015&rtnTarget=list7
수원 아주대 삼거리 출발 통근버스 기사 모집 ,주식회사발해여행사,전세버스 운송업,중소기업,"경력
	                 	
	                 	   (최소 1년 0 개월 이상)
	                  	
                  필수",학력무관,충청남도   아산시  둔포면 아산밸리동로 100,"월급
                  
                    
                      300만원
                    
                    
                  
                  
                    이상",주 6일 근무,기간의 정함이 없는 근로계약,식사제공(2식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151122403180022&rtnTarget=list8
화성시외국인복지센터 육아휴직 대체인력 직원(사회복지사) 채용 공고 ,화성시외국인복지센터,그 외 기타 비거주 복지 서비스업,,관계없음,대졸(2~3년),경기도   화성시  향남읍 발안공단로 92-23  (외국인복지센터),"월급
                  
                    
                      210만원
                    
                    
                  
                  
                  
                    
                      
                        ~ 300만원",주 5일 근무,기간의 정함이 있는 근로계약,식사제공(중식비지급),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151152403180057&rtnTarget=list9
환편기조작원구인 ,주식회사에스에이치섬유,그 외 기타 분류 안된 섬유제품 제조업,중소기업,관계없음,학력무관,경기도   광주시  곤지암읍 백고개길 83,"월급
                  
                    
                      230만원
                    
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,식사제공(1식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151652403180011&rtnTarget=list10
*[2024년 K-시흥 대규모 채용박람회] CNC 및 MCT 부품가공 작업자 모집 ,(주) 디엠테크놀로지,자동차 및 트레일러 제조업,중소기업,관계없음,학력무관,경기도   시흥시  시흥대로 219-17  (군자동),"시급
                  
                    
                    
                      
                      11,000원
                    
                  
                  
                  
                    
                      
                      
                        ~ 11,000원",주 5일 근무,기간의 정함이 없는 근로계약,식사제공(2식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJKO002403180002&rtnTarget=list1
"회계, 인사 사무원을 모집합니다. ",주식회사 아코,기타 반도체소자 제조업,중소기업,"경력
	                 	
	                 	   (최소 5년 0 개월 이상)
	                  	
                  필수",학력무관,충청남도   천안시  서북구 성거읍 봉주로 307,"연봉
                  
                    
                      3,800만원
                    
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,식사제공(1식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K172112403180010&rtnTarget=list2
[모비스1차/진천/주급/2교대근무/상여200/통근버스] 자동차부품 생산 OP 사원 대모집 ,주식회사 아이케이,반도체 제조용 기계 제조업,중소기업,관계없음,학력무관,충청북도   진천군  덕산읍 인석로 159-21,"월급
                  
                    
                      360만원
                    
                    
                  
                  
                  
                    
                      
                        ~ 400만원",주 5일 근무,기간의 정함이 없는 근로계약,"통근버스제공
                    
                    
                    
                      식사제공(3식)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJNM002403180001&rtnTarget=list3
디자이너 MD모집 ,주식회사 제이유퍼,모피제품 제조업,중소기업,관계없음,학력무관,"경기도   수원시  영통구 덕영대로1556번길 16, 디지털엠파이어 C동 138호 (영통동)","월급
                  
                    
                      210만원
                    
                    
                  
                  
                  
                    
                      
                        ~ 210만원",주 5일 근무,기간의 정함이 없는 근로계약,,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF10262403180001&rtnTarget=list4
"월282만/식사제공/신입,초보가능/중장년층우대/주차가능/정규/초단순 주방보조업무 ",주식회사엠제이코리아,임시 및 일용 인력 공급업,중소기업,관계없음,학력무관,"경기도   이천시  모가면 공원로 64, 스프링스 CC","월급
                  
                    
                      282만원
                    
                    
                  
                  
                    이상",주 6일 근무,기간의 정함이 있는 근로계약,"통근버스제공
                    
                    
                    
                      식사제공(2식)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJK1002403180003&rtnTarget=list5
관리부(구매자재 및 총무) 직원을 모집합니다. ,(주)하이스텐,"탭, 밸브 및 유사장치 제조업",중소기업,관계없음,고졸 ~ 대졸(4년),경상남도   김해시  주촌면 서부로1499번길 113-79,"연봉
                  
                    
                      2,800만원
                    
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,"통근버스제공
                    
                    
                    
                      식사제공(1식)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K131312403180014&rtnTarget=list6
명성엘엔텍 구매(가공) 자재 관리 사원모집 ,주식회사 명성엘엔텍,그 외 기타 금속가공업,중소기업,관계없음,학력무관,인천광역시   서구  봉화로223번안길 19-13  (금곡동),"월급
                  
                    
                      330만원
                    
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,식사제공(1식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K150122403180003&rtnTarget=list7
